Title,Authors_with_affiliations,Conf,Year,Cited_by
The truth about cats and dogs,"Parkhi, O.M., Center for Visual Information Technology, International Institute of Information Technology, Hyderabad 500032, India; Vedaldi, A., Department of Engineering Science, University of Oxford, United Kingdom; Jawahar, C.V., Center for Visual Information Technology, International Institute of Information Technology, Hyderabad 500032, India; Zisserman, A., Department of Engineering Science, University of Oxford, United Kingdom",ICCV,2011,7
Spatio-temporal nonparametric background modeling and subtraction,"Vemulapalli, R., Department of Electrical Engineering, Indian Institute of Technology, Madras, India; Aravind, R., Department of Electrical Engineering, Indian Institute of Technology, Madras, India",ICCV,2009,4
Active shape model and linear predictors for face association refinement,"Hurych, D., Czech Technical University in Prague, FEE, Dept. of Cybernetics, Karlovo nÃ¡mÄ›stÃ­ 13, 121 35 Praha 2, Czech Republic; Svoboda, T., Czech Technical University in Prague, FEE, Dept. of Cybernetics, Karlovo nÃ¡mÄ›stÃ­ 13, 121 35 Praha 2, Czech Republic; TrojanovÃ¡, J., Honeywell Prague Laboratory, V Parku 2326/18, 148 00 Praha 4, Czech Republic; Yadhunandan, U.S., Honeywell Tech Solutions Lab, 151/1, Doraisanipalya, 560 076, Bangalore 10, India",ICCV,2009,
Efficient privacy preserving video surveillance,"Upmanyu, M., International Institute of Information Technology, Gachibowli, Hyderabad, A.P. 500032, India; Namboodiri, A.M., International Institute of Information Technology, Gachibowli, Hyderabad, A.P. 500032, India; Srinathan, K., International Institute of Information Technology, Gachibowli, Hyderabad, A.P. 500032, India; Jawahar, C.V., International Institute of Information Technology, Gachibowli, Hyderabad, A.P. 500032, India",ICCV,2009,16
Event detection and semantic identification using Bayesian belief network,"Kolekar, M.H., Dept. of Computer Science, University of Missouri, Columbia, MO, United States; Palaniappan, K., Dept. of Computer Science, University of Missouri, Columbia, MO, United States; Sengupta, S., Dept. of Electronics and ECE, Indian Institute of Technology, Kharagpur, India; Seetharaman, G., Air Force Research Lab., RITB, 525 Brooks Road, Rome, NY, United States",ICCV,2009,4
Multiple Kernels for object detection,"Vedaldi, A., Department of Engineering Science, University of Oxford, United Kingdom; Gulshan, V., Department of Engineering Science, University of Oxford, United Kingdom; Varma, M., Microsoft Research India, Second Main Road, Sadashiv Nagar, Bangalore 560 080, India; Zisserman, A., Department of Engineering Science, University of Oxford, United Kingdom",ICCV,2009,118
Spectral face clustering,"Palit, B., AOL, Bangalore, India; Nigam, R., AOL, Bangalore, India; Perlmutter, K., AOL, United States; Perlmutter, S., AOL, United States",ICCV,2009,
Illumination and affine- invariant point matching using an ordinal approach,"Gupta, R., Indian Institute of Technology Madras, I.I.T Post Office, Chennai-600 036, India; Mittal, A., Indian Institute of Technology Madras, I.I.T Post Office, Chennai-600 036, India",ICCV,2007,
Quantum inspired genetic algorithm for community structure detection in social networks,"Gupta, S., Department of Computer Science, University of Delhi, New Delhi, India; Taneja, S., Dayal Singh College, University of Delhi, New Delhi, India; Kumar, N., Department of Computer Science, University of Delhi, New Delhi, India",GECCO,2014,
Classification of EEG signals using a novel genetic programming approach,"Bhardwaj, A., Indin Institute of Technology Indore, Indore, India; Tiwari, A., Indin Institute of Technology Indore, Indore, India; Krishna, M.R., Indin Institute of Technology Indore, Indore, India; Varma, M.V., Indin Institute of Technology Indore, Indore, India",GECCO,2014,
Performance of metropolis algorithm for the minimum weight code word problem,"Ajitha Shenoy, K.B., Department of Computer Science and Engineering, Indian Institute of Technology, Kanpur, India; Biswas, S., Department of Computer Science and Engineering, Indian Institute of Technology, Kanpur, India; Kurur, P.P., Department of Computer Science and Engineering, Indian Institute of Technology, Kanpur, India",GECCO,2014,
GPU-based massively parallel quantum inspired genetic algorithm for detection of communities in complex networks,"Gupta, S., Department of Computer Science, University of Delhi, New Delhi, India; Kumar, N., Department of Computer Science, University of Delhi, New Delhi, India",GECCO,2014,
Parameter tuning in quantum-inspired evolutionary algorithms for partitioning complex networks,"Gupta, S., Department of Computer Science, University of Delhi, New Delhi, India; Kumar, N., Department of Computer Science, University of Delhi, New Delhi, India",GECCO,2014,
Multi-user detection in multi-carrier CDMA wireless broadband system using a binary adaptive differential evolution algorithm,"Das, S., Electronics and Communications Sciences Unit, Indian Statistical Institute, Kolkata, India; Mukherjee, R., Department of Electronics and Telecommunication Engineering, Jadavpur University, Kolkata, India; Kundu, R., Department of Electronics and Telecommunication Engineering, Jadavpur University, Kolkata, India; Vasilakos, T., Department of Computer Science, Kuwait University, Kuwait",GECCO,2013,1
Crowding-based local differential evolution with speciation-based memory archive for dynamic multimodal optimization,"Kundu, S., Jadavpur University, 188 R. S. C. Mullik Road, Kolkata-700 032, India; Biswas, S., Jadavpur University, 188 R. S. C. Mullik Road, Kolkata-700 032, India; Das, S., Indian Statistical Institute, 203 B. T. Road, Kolkata-700 108, India; Suganthan, P.N., Nanyang Tech. University, 50 Nanyang Avenue, Singapore 639798, Singapore",GECCO,2013,3
Evolutionary bilevel optimization,"Sinha, A., School of Business, Aalto University, Helsinki, Finland; Malo, P., School of Business, Aalto University, Helsinki, Finland; Deb, K., School of Business, Aalto University, Helsinki, Finland, Indian Institute of Technology, Kanpur, India, Michigan State University, East Lansing, United States, University of Skovde, Sweden",GECCO,2013,
Simultaneous gene selection and cancer classification using a hybrid group search optimizer,"Magatrao, D., Dept. of Computer Sc., University of Pune, Pune, India; Ghosh, S., C-DAC, Pune, India, Shiv Nadar University, Dadri, UP, India; Valadi, J., C-DAC, Pune, India, Shiv Nadar University, Dadri, UP, India; Siarry, P., LiSSi, UniversitÃ© Paris-Est CrÃ©teil, Val-de-Marne, CrÃ©teil, France",GECCO,2013,
Information sharing in bee colony for detecting multiple niches in non-stationary environments,"Biswas, S., Jadavpur University, 188 R. S. C. Mullik Road, Kolkata-700 032, India; Kundu, S., Jadavpur University, 188 R. S. C. Mullik Road, Kolkata-700 032, India; Das, S., Indian Statistical Institut, 203 B. T. Road, Kolkata-700 108, India; Vasilakos, A.V., Department of Computer Science, Kuwait University, Kuwait",GECCO,2013,4
Performance improvement in genetic programming using modified crossover and node mutation,"Bhardwaj, A., Indian Institute of Technology, Indore, India; Tiwari, A., Indian Institute of Technology, Indore, India",GECCO,2013,
Configuration of sensors on a 3-D terrain: An approach based on evolutionary multi-objective optimization,"Nasir, M., Dept. of Electronics and Telecommunication Engineering, Jadavpur University, Kolkata, India; Sengupta, S., Dept. of Electronics and Telecommunication Engineering, Jadavpur University, Kolkata, India; Das, S., Electrical and Computer Engineering, Kansas State University, Manhattan, KS, United States; Das, S., Electronics and Communication Sciences Unit, Indian Statistical Institute, Kolkata - 700108, India",GECCO,2012,
An evaluation of cellular population model for improving quantum-inspired Evolutionary algorithm,"Mani, N., Department of Maths, D.E.I, Dayalbagh, Agra, India; Srivastava, G., Department of Maths, D.E.I, Dayalbagh, Agra, India; Sinha, A.K., Department of Maths, D.E.I, Dayalbagh, Agra, India; Mani, A., U.S.I.C, D.E.I, Dayalbagh, Agra, India",GECCO,2012,
Î¼ABC: A micro artificial bee colony algorithm for large scale global optimization,"Rajasekhar, A., Dept of Electrical and Electronics Engg., National Institute of Technology, Warangal, India; Das, S., Electronics and Communication Science Unit, Indian Statistical Institute, Kolkata, India; Das, S., Electrical and Computer Engineering, Kansas State University, Manhattan, KS, United States",GECCO,2012,2
Ants easily solve stochastic shortest path problems,"Doerr, B., Max Planck Institute for Informatics, SaarbrÃ¼cken, Germany; Hota, A., Indian Institute of Technology, Kharagpur, India; KÃ¶tzing, T., Max Planck Institute for Informatics, SaarbrÃ¼cken, Germany",GECCO,2012,6
HIER-HEIR: An evolutionary system with hierarchical representation & contextual operators applied to fashion design,"Malhotra, A., Dept. of Electronics and Communication Engg., Netaji Subhas Institute of Technology, New Delhi, India; Aggarwal, V., Statistics and Machine Learning Team, Aspiring Minds, Gurgaon, India",GECCO,2011,
Design knowledge extraction in multi-objective optimization problems,"Bandaru, S., Kanpur Genetic Algorithms Laboratory, Department of Mechanical Engineering, Indian Institute of Technology Kanpur, Kanpur 208016, U.P., India; Deb, K., Kanpur Genetic Algorithms Laboratory, Department of Mechanical Engineering, Indian Institute of Technology Kanpur, Kanpur 208016, U.P., India",GECCO,2011,
KKT proximity measure for testing convergence in smooth multi-objective optimization,"Tulshyan, R., Kanpur Genetic Algorithms Laboratory, Indian Institute of Technology Kanpur, Kanpur 208016, India; Deb, K., Kanpur Genetic Algorithms Laboratory, Indian Institute of Technology Kanpur, Kanpur 208016, India; Bandaru, S., Kanpur Genetic Algorithms Laboratory, Indian Institute of Technology Kanpur, Kanpur 208016, India",GECCO,2011,
A modified differential evolution for autonomous deployment and localization of sensor nodes,"Roy, S., Jadavpur University, Kolkata 700032, India; Izlam, M., Jadavpur University, Kolkata 700032, India; Ghosh, S., Jadavpur University, Kolkata 700032, India; Das, S., Jadavpur University, Kolkata 700032, India; Abraham, A., VÅ B - Technical University of Ostrava, Ostrava, Czech Republic; KrÃ¶mer, P., VÅ B - Technical University of Ostrava, Ostrava, Czech Republic",GECCO,2011,1
An adaptive binary PSO to learn Bayesian classifier for prognostic modeling of metabolic syndrome,"Dehuri, S., Dept. of Information and Communication Technology, Fakir Mohan University, Vyasa Vihar, Balasore - 756019 Orissa, India; Roy, R., School of Computer Engineering, KIIT University, Bhubaneswar Orissa-751024, India; Cho, S.-B., Soft Computing Laboratory, Dept. of Computer Science, Yonsei University, 262 Seongsanno, Seodaemun-gu, Seoul 120-749, South Korea",GECCO,2011,
Multi-objective design and analysis of robot gripper configurations using an evolutionary-classical approach,"Datta, R., Department of Mechanical Engineering, Indian Institute of Technology, Kanpur 208016, India; Deb, K., Department of Mechanical Engineering, Indian Institute of Technology, Kanpur 208016, India",GECCO,2011,4
A non-deterministic adaptive inertia weight in PSO,"Deep, K., Department of Mathematics, Indian Institute of Technology Roorkee, Uttarakhand, India; Madhuri, Department of Mathematics, Indian Institute of Technology Roorkee, Uttarakhand, India; Bansal, J.C., Department of Mathematics, ABV-Indian Institute of Information Technology and Management, Gwalior (M.P.), India",GECCO,2011,6
Quantitative modeling of customer perception from service data using evolutionary optimization,"Bandaru, S., Kanpur Genetic Algorithms Laboratory, Indian Institute of Technology Kanpur, Kanpur 208016, UP, India; Deb, K., Kanpur Genetic Algorithms Laboratory, Indian Institute of Technology Kanpur, Kanpur 208016, UP, India; Khare, V., India Science Lab., General Motors Global R and D, GM Technical Centre India Pvt Ltd., Bangalore 560066, India; Chougule, R., India Science Lab., General Motors Global R and D, GM Technical Centre India Pvt Ltd., Bangalore 560066, India",GECCO,2011,3
An EA-based approach to design optimization using evidence theory,"Srivastava, R.K., Kanpur Genetic Algorithms Laboratory, Department of Mechanical Engineering, Indian Institute of Technology Kanpur, Kanpur, India; Deb, K., Kanpur Genetic Algorithms Laboratory, Department of Mechanical Engineering, Indian Institute of Technology Kanpur, Kanpur, India",GECCO,2011,1
Automatic summarization of cricket video events using genetic algorithm,"Narasimhan, H., Department of Computer Science and Engineering, College of Engineering, Guindy Anna University, Chennai, India; Satheesh, S., Department of Computer Science and Engineering, College of Engineering, Guindy Anna University, Chennai, India; Sriram, D., Department of Computer Science and Engineering, College of Engineering, Guindy Anna University, Chennai, India",GECCO,2010,1
On the asymptotic convergence of Differential Evolution in continuous spaces - A control theoretic approach,"Ghosh, S., Electronics and Telecom Eng Dept., Jadavpur University, Kolkata 700032, India; Das, S., Electronics and Telecom Eng Dept., Jadavpur University, Kolkata 700032, India; Das, S., Electrical and Computer Engineering, Kansas State University, United States",GECCO,2010,1
